0,0,18,5,0,0,0,0,0,0,0,0,233,13,255,13,0.05,0.08,1
0,1,42,9,516,4,0,0,0,0,0,0,148,148,148,148,1.00,0.00,0
0,0,21,9,344,1247,0,0,0,0,0,1,9,9,209,255,1.00,0.00,0
0,0,25,5,0,0,0,0,0,0,0,0,207,7,255,19,0.07,0.06,1
0,0,47,1,0,0,0,0,0,0,0,0,112,5,137,5,0.04,0.08,1
0,0,21,9,277,1224,0,0,0,0,0,1,1,1,1,255,1.00,0.00,0
0,0,21,9,325,3941,0,0,0,0,0,1,4,4,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,210,12,255,13,0.05,0.07,1
1,0,52,9,1277,328,0,0,0,0,0,1,1,2,54,168,0.59,0.09,0
0,0,27,5,0,0,0,0,0,0,0,0,255,16,255,17,0.07,0.07,1
0,0,1,5,0,0,0,0,0,0,0,0,102,2,255,2,0.01,0.05,1
0,0,21,9,219,183,0,0,0,0,0,1,8,8,68,255,1.00,0.00,0
0,0,6,5,0,0,0,0,0,0,0,0,4,1,255,1,0.00,0.09,1
0,0,47,5,0,0,0,0,0,0,0,0,175,3,21,3,0.14,0.24,1
0,1,9,9,41,71,0,0,0,0,0,0,121,121,255,199,0.78,0.01,0
0,0,47,5,0,0,0,0,0,0,0,0,118,13,255,8,0.03,0.08,1
0,0,61,4,0,0,0,0,0,0,0,0,1,1,255,1,0.00,0.89,0
0,0,21,9,326,420,0,0,0,0,0,1,3,10,255,255,1.00,0.00,0
0,0,1,5,0,0,0,0,0,0,0,0,206,4,255,4,0.02,0.07,1
0,2,12,9,1032,0,0,0,0,0,0,0,134,134,255,134,0.53,0.01,0
0,0,47,1,0,0,0,0,0,0,0,0,432,1,255,1,0.00,1.00,0
0,0,17,9,334,0,0,0,0,0,0,1,1,1,1,54,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,36,1,73,1.00,0.00,0
1,0,47,3,0,0,0,0,0,0,0,0,72,3,255,3,0.01,0.11,0
0,0,47,5,0,0,0,0,0,0,0,0,144,9,255,9,0.04,0.05,1
0,0,21,9,229,301,0,0,0,0,0,1,4,4,255,255,1.00,0.00,0
0,0,21,9,205,6622,0,0,0,0,0,1,9,10,81,255,1.00,0.00,0
0,0,7,5,0,0,0,0,0,0,0,0,253,18,255,4,0.02,0.08,1
0,0,21,9,319,583,0,0,0,0,0,1,9,23,28,255,1.00,0.00,0
0,0,17,5,0,0,0,0,0,0,0,0,247,16,255,16,0.06,0.07,1
0,0,21,9,304,1380,0,0,0,0,0,1,1,18,194,190,0.98,0.01,0
0,0,15,9,9,317,0,0,0,0,0,0,1,1,41,8,0.02,0.07,0
0,0,69,5,0,0,0,0,0,0,0,0,282,17,255,17,0.07,0.06,1
0,0,21,9,356,1137,0,0,0,0,0,1,6,7,165,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,89,17,255,2,0.01,0.08,1
0,1,9,9,44,73,0,0,0,0,0,0,212,212,255,255,1.00,0.00,0
0,0,47,1,0,0,0,0,0,0,0,0,144,14,255,29,0.11,0.05,1
0,0,21,9,299,12471,0,0,0,0,0,1,15,15,255,255,1.00,0.00,0
35682,0,58,3,381709090,0,0,0,0,0,0,0,1,1,78,2,0.03,0.12,0
0,0,52,9,6,123,0,0,0,0,0,1,8,1,115,166,0.51,0.10,0
4,0,58,2,0,15,0,0,0,0,0,0,1,1,130,1,0.01,0.05,0
0,0,61,2,0,0,0,0,0,0,0,0,258,3,255,3,0.01,0.07,1
0,0,28,5,0,0,0,0,0,0,0,0,101,18,255,20,0.08,0.05,1
0,0,21,9,366,4084,0,0,0,0,0,1,7,7,255,255,1.00,0.00,0
0,0,21,1,0,0,0,0,0,0,0,0,1,1,18,4,0.22,0.28,0
0,0,20,5,0,0,0,0,0,0,0,0,284,19,255,19,0.07,0.07,1
3,0,17,9,2194619,0,0,0,0,0,0,1,2,2,23,72,0.30,0.09,0
15435,1,42,9,145,105,0,0,0,0,0,0,4,2,255,2,0.01,0.84,0
2414,1,42,9,146,105,0,0,0,0,0,0,3,1,255,1,0.00,0.85,0
0,0,47,1,0,0,0,0,0,0,0,0,104,18,255,18,0.07,0.07,1
0,1,9,9,45,45,0,0,0,0,0,0,80,160,255,249,0.98,0.01,0
0,0,58,5,0,0,0,0,0,0,0,0,67,17,255,37,0.15,0.06,1
0,0,47,5,0,0,0,0,0,0,0,0,291,16,255,14,0.05,0.08,1
0,0,21,9,236,357,0,0,0,0,0,1,18,18,58,255,1.00,0.00,0
0,0,65,5,0,0,0,0,0,0,0,0,114,15,255,3,0.01,0.07,1
0,0,47,5,0,0,0,0,0,0,0,0,116,2,255,4,0.02,0.06,1
0,0,21,9,258,11380,0,0,0,0,0,1,6,6,255,251,0.98,0.01,0
10,0,47,4,0,0,0,0,0,0,0,0,1,1,255,1,0.00,0.48,0
0,0,21,9,188,13450,0,0,0,0,0,1,1,1,40,255,1.00,0.00,0
0,0,21,5,0,0,0,0,0,0,0,0,9,5,255,12,0.05,0.05,1
0,0,16,9,1195,2449,0,0,0,28,0,1,1,1,116,14,0.12,0.05,0
0,0,52,9,992,329,0,0,0,0,0,1,1,1,146,170,0.68,0.03,0
0,0,57,5,0,0,0,0,0,0,0,0,235,15,255,15,0.06,0.06,1
0,0,21,9,310,255,0,0,0,0,0,1,9,9,47,156,1.00,0.00,0
6,0,52,9,2597,331,0,0,0,0,0,1,1,4,59,163,0.56,0.22,0
0,0,47,5,0,0,0,0,0,0,0,0,179,25,255,25,0.10,0.05,1
0,0,21,9,251,1981,0,0,0,0,0,1,2,2,223,255,1.00,0.00,0
0,0,69,5,0,0,0,0,0,0,0,0,272,6,255,6,0.02,0.05,1
0,0,17,9,748,0,0,0,0,0,0,0,1,1,143,33,0.20,0.03,0
0,0,21,9,158,38643,0,0,0,0,0,1,1,13,255,255,1.00,0.00,0
0,0,20,5,0,0,0,0,0,0,0,0,248,11,255,11,0.04,0.05,1
0,0,28,5,0,0,0,0,0,0,0,0,9,9,255,9,0.04,0.07,1
0,2,11,9,8,0,0,0,0,0,0,0,1,9,2,62,1.00,0.00,0
0,0,7,5,0,0,0,0,0,0,0,0,126,16,255,16,0.06,0.07,1
0,0,21,9,229,682,0,0,0,0,0,1,7,12,253,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,36,2,68,1.00,0.00,0
0,0,17,9,10044,0,0,0,0,0,0,1,12,13,146,92,0.29,0.04,0
0,0,52,9,123,234,0,0,0,0,0,1,1,1,114,85,0.27,0.62,0
0,0,47,5,0,0,0,0,0,0,0,0,150,20,255,4,0.02,0.09,1
0,0,21,9,276,108545,0,0,0,0,0,1,3,3,3,255,1.00,0.00,0
0,0,47,1,0,0,0,0,0,0,0,0,1,1,36,2,0.03,1.00,0
0,0,21,9,319,4143,0,0,0,0,0,1,15,15,15,255,1.00,0.00,0
0,0,21,9,280,16574,0,0,0,0,0,1,9,9,9,255,1.00,0.00,0
0,0,3,5,0,0,0,0,0,0,0,0,114,6,255,6,0.02,0.05,1
0,1,9,9,42,42,0,0,0,0,0,0,7,13,255,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,41,2,106,1.00,0.00,0
0,0,52,9,2838,325,0,0,0,0,0,1,1,1,255,130,0.51,0.05,0
0,0,21,9,463,12604,0,0,0,0,0,1,19,45,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,279,23,255,23,0.09,0.05,1
0,0,25,5,0,0,0,0,0,0,0,0,239,4,255,4,0.02,0.05,1
0,1,9,9,45,134,0,0,0,0,0,0,77,156,255,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,20,1,75,1.00,0.00,0
1,0,61,9,0,4,0,0,0,0,0,0,1,1,12,12,1.00,0.00,0
0,0,18,1,0,0,0,0,0,0,0,0,277,20,255,20,0.08,0.07,1
0,1,47,9,28,0,0,3,0,0,0,0,92,92,164,92,0.56,0.02,0
0,0,42,1,0,0,0,0,0,0,0,0,511,1,255,1,0.00,1.00,0
0,0,21,9,294,3808,0,0,0,0,0,1,2,2,6,255,1.00,0.00,0
8486,1,42,9,146,105,0,0,0,0,0,0,1,1,255,1,0.00,0.70,0
0,1,9,9,31,91,0,0,0,0,0,0,3,3,8,20,1.00,0.00,0
0,1,9,9,29,29,0,0,0,0,0,0,2,5,197,193,0.98,0.02,0
0,0,61,5,0,0,0,0,0,0,0,0,123,18,255,18,0.07,0.07,1
0,0,52,9,1131,326,0,0,0,0,0,1,1,1,9,180,0.67,0.33,0
0,0,21,9,217,2887,0,0,0,0,0,1,10,10,255,255,1.00,0.00,0
0,0,52,9,1329,330,0,0,0,0,0,1,1,1,110,177,0.69,0.04,0
0,1,9,9,44,145,0,0,0,0,0,0,213,215,255,255,1.00,0.00,0
0,0,25,5,0,0,0,0,0,0,0,0,273,6,255,6,0.02,0.07,1
0,2,11,9,8,0,0,0,0,0,0,0,1,12,1,29,1.00,0.00,0
0,0,21,9,224,6874,0,0,0,0,0,1,3,3,3,255,1.00,0.00,0
0,0,21,9,290,1704,0,0,0,0,0,1,9,10,20,255,1.00,0.00,0
0,0,21,2,242,16819,0,0,0,0,0,1,7,7,128,255,1.00,0.00,0
0,0,21,9,197,7204,0,0,0,0,0,1,2,2,32,167,1.00,0.00,0
0,2,12,9,1032,0,0,0,0,0,0,0,511,511,255,126,0.49,0.02,0
0,0,21,9,318,9696,0,0,0,0,0,1,40,40,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,171,8,255,8,0.03,0.09,1
0,0,21,9,234,2659,0,0,0,0,0,1,12,13,198,246,1.00,0.00,0
0,2,12,9,1032,0,0,0,0,0,0,0,511,511,255,166,0.65,0.02,0
1,0,52,9,1492,336,0,0,0,0,0,1,1,6,244,165,0.63,0.02,0
0,0,58,5,0,0,0,0,0,0,0,0,26,4,255,4,0.02,0.08,1
0,0,15,5,0,0,0,0,0,0,0,0,36,12,255,72,0.28,0.02,1
0,0,52,5,0,0,0,0,0,0,0,0,2,2,153,115,0.35,0.05,0
0,0,21,9,303,6833,0,0,0,0,0,1,9,9,34,255,1.00,0.00,0
0,0,21,9,262,3819,0,0,0,0,0,1,10,10,255,255,1.00,0.00,0
0,0,58,2,0,0,0,0,0,0,0,0,149,20,255,13,0.05,0.06,1
0,0,17,9,334,0,0,0,0,0,0,1,2,2,6,20,1.00,0.00,0
0,0,21,9,258,12037,0,0,0,0,0,1,10,10,255,255,1.00,0.00,0
0,1,47,9,215,0,0,0,0,0,0,0,1,1,99,83,0.84,0.02,0
0,0,21,9,246,1600,0,0,0,0,0,1,6,36,138,255,1.00,0.00,0
0,0,21,9,312,3222,0,0,0,0,0,1,3,3,255,246,0.96,0.02,0
0,0,17,9,201,0,0,0,0,0,0,1,5,5,255,114,0.45,0.02,0
0,0,21,9,222,2446,0,0,0,0,0,1,19,37,255,255,1.00,0.00,0
0,0,21,9,290,2107,0,0,0,0,0,1,9,10,60,255,1.00,0.00,0
0,0,17,9,11376,0,0,0,0,0,0,1,9,9,255,45,0.18,0.02,0
0,0,47,5,0,0,0,0,0,0,0,0,167,20,255,7,0.03,0.07,1
0,0,21,9,306,3222,0,0,0,0,0,1,2,2,255,251,0.98,0.01,0
0,0,21,9,308,608,0,0,0,0,0,1,16,41,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,260,7,255,8,0.03,0.08,1
0,0,47,5,0,0,0,0,0,0,0,0,237,18,255,17,0.07,0.06,1
0,0,47,1,0,0,0,0,0,0,0,0,269,1,255,1,0.00,1.00,0
0,0,21,9,199,749,0,0,0,0,0,1,8,9,158,255,1.00,0.00,0
0,0,64,5,0,0,0,0,0,0,0,0,115,2,255,2,0.01,0.05,1
0,2,11,9,8,0,0,0,0,0,0,0,1,24,1,79,1.00,0.00,0
37815,0,47,4,1,0,0,0,0,0,0,0,2,2,255,2,0.01,0.50,0
0,0,27,5,0,0,0,0,0,0,0,0,288,11,255,9,0.04,0.07,1
0,2,60,9,564,0,0,0,0,0,0,0,1,1,1,1,1.00,0.00,0
0,0,47,1,0,0,0,0,0,0,0,0,55,1,255,1,0.00,0.49,0
0,0,21,9,280,9544,0,0,0,0,0,1,1,4,169,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,275,18,255,15,0.06,0.07,1
0,0,21,9,186,15495,0,0,0,0,0,1,1,1,10,255,1.00,0.00,0
0,0,31,5,0,0,0,0,0,0,0,0,239,5,255,1,0.00,0.07,1
0,0,7,5,0,0,0,0,0,0,0,0,285,13,255,3,0.01,0.08,1
0,0,47,1,0,0,0,0,0,0,0,0,111,10,255,10,0.04,0.06,1
0,0,34,5,0,0,0,0,0,0,0,0,239,19,255,19,0.07,0.07,1
0,1,9,9,44,73,0,0,0,0,0,0,267,267,255,239,0.94,0.01,0
0,0,21,9,197,380,0,0,0,0,0,1,21,24,201,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,288,8,255,4,0.02,0.06,1
0,0,14,5,0,0,0,0,0,0,0,0,150,20,255,20,0.08,0.07,1
0,0,47,4,0,0,0,0,0,0,0,0,1,1,255,1,0.00,0.49,0
0,2,11,9,8,0,0,0,0,0,0,0,1,52,1,129,1.00,0.00,0
0,0,47,1,0,0,0,0,0,0,0,0,150,20,255,12,0.05,0.06,1
0,1,47,9,28,0,0,3,0,0,0,0,43,43,255,143,0.56,0.44,0
0,0,8,5,0,0,0,0,0,0,0,0,272,15,255,15,0.06,0.08,1
0,0,21,1,0,0,0,0,0,0,0,0,1,1,3,166,1.00,0.00,0
0,0,27,5,0,0,0,0,0,0,0,0,269,22,255,22,0.09,0.05,1
0,0,47,5,0,0,0,0,0,0,0,0,86,5,255,5,0.02,0.06,1
0,0,47,5,0,0,0,0,0,0,0,0,189,16,255,6,0.02,0.07,1
0,2,11,9,8,0,0,0,0,0,0,0,1,9,2,106,1.00,0.00,0
0,0,15,5,0,0,0,0,0,0,0,0,29,7,255,63,0.25,0.02,1
0,0,1,9,14,41,0,0,0,0,0,0,2,2,55,9,0.09,0.09,0
0,0,67,5,0,0,0,0,0,0,0,0,253,1,255,1,0.00,0.08,1
0,2,11,9,8,0,0,0,0,0,0,0,1,40,3,75,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,147,18,255,7,0.03,0.07,1
0,2,12,9,1032,0,0,0,0,0,0,0,511,511,116,22,0.19,0.06,0
0,2,63,9,181,0,0,0,0,0,0,0,2,1,255,113,0.44,0.01,0
1,1,47,9,105,147,0,0,0,0,0,0,2,2,64,26,0.41,0.05,0
0,1,47,9,1,0,0,0,0,0,0,0,26,2,255,2,0.01,0.22,0
0,0,21,9,289,2488,0,0,0,0,0,1,4,4,255,255,1.00,0.00,0
0,1,9,9,45,45,0,0,0,0,0,0,48,129,255,255,1.00,0.00,0
0,2,12,9,1032,0,0,0,0,0,0,0,435,435,255,255,1.00,0.00,0
9114,0,26,4,1121,7999,0,0,0,0,0,1,1,1,29,11,0.38,0.07,0
0,0,21,9,235,512,0,0,0,0,0,1,59,60,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,115,2,255,19,0.07,0.07,1
0,0,21,9,299,1129,0,0,0,0,0,1,6,6,6,255,1.00,0.00,0
0,0,2,1,0,0,0,0,0,0,0,0,226,14,255,14,0.05,0.07,1
0,0,16,5,0,0,0,0,0,0,0,0,107,25,255,8,0.03,0.07,1
0,0,45,5,0,0,0,0,0,0,0,0,276,16,255,16,0.06,0.08,1
0,2,12,9,520,0,0,0,0,0,0,0,441,441,191,191,1.00,0.00,0
10,0,52,9,664,333,0,0,0,2,0,1,1,1,5,207,1.00,0.00,0
3,0,52,9,1770,328,0,0,0,0,0,1,1,2,152,248,0.97,0.01,0
0,1,9,9,42,42,0,0,0,0,0,0,210,210,255,255,1.00,0.00,0
0,0,21,9,276,2924,0,0,0,0,0,1,4,4,88,255,1.00,0.00,0
0,0,49,1,0,0,0,0,0,0,0,0,281,11,255,11,0.04,0.07,1
0,0,47,5,0,0,0,0,0,0,0,0,242,19,255,19,0.07,0.08,1
0,0,21,9,299,1380,0,0,0,0,0,1,4,4,255,240,0.94,0.01,0
0,0,52,2,0,0,0,0,0,0,0,0,1,2,181,174,0.69,0.02,0
0,0,21,9,296,943,0,0,0,0,0,1,16,16,68,255,1.00,0.00,0
0,0,15,5,0,0,0,0,0,0,0,0,257,5,255,5,0.02,0.07,1
0,0,21,9,224,8621,0,0,0,0,0,1,14,18,14,255,1.00,0.00,0
10,0,52,9,2376,329,0,0,0,0,0,1,1,1,149,166,0.55,0.03,0
0,2,11,9,18,0,0,0,0,0,0,0,1,1,4,120,1.00,0.00,0
0,0,21,9,210,566,0,0,0,0,0,1,7,7,15,255,1.00,0.00,0
0,0,21,9,327,1695,0,0,0,0,0,1,9,11,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,230,11,255,13,0.05,0.07,1
0,0,10,5,0,0,0,0,0,0,0,0,281,16,255,2,0.01,0.07,1
0,0,47,1,0,0,0,0,0,0,0,0,120,1,245,1,0.00,0.52,0
0,0,21,9,306,1319,0,0,0,0,0,1,8,13,218,255,1.00,0.00,0
1,0,52,9,1211,282,0,0,0,0,0,1,1,1,20,194,0.80,0.15,0
0,1,9,9,44,44,0,0,0,0,0,0,189,188,255,254,1.00,0.01,0
0,0,47,1,0,0,0,0,0,0,0,0,2,1,255,1,0.00,0.65,0
0,1,9,9,43,128,0,0,0,0,0,0,151,231,255,254,1.00,0.01,0
0,0,47,5,0,0,0,0,0,0,0,0,289,17,255,15,0.06,0.08,1
0,0,21,9,229,8015,0,0,0,0,0,1,1,7,243,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,196,17,255,20,0.08,0.06,1
0,0,21,9,307,321,0,0,0,0,0,1,8,8,255,255,1.00,0.00,0
0,0,69,5,0,0,0,0,0,0,0,0,247,10,255,10,0.04,0.08,1
0,0,21,9,228,24786,0,0,0,0,0,1,14,14,99,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,170,2,255,2,0.01,0.09,1
0,0,13,5,0,0,0,0,0,0,0,0,141,16,255,16,0.06,0.06,1
0,0,21,9,211,321,0,0,0,0,0,1,17,20,255,255,1.00,0.00,0
59,0,21,9,259,275,0,0,0,0,0,1,23,23,164,164,1.00,0.00,0
0,1,9,9,31,47,0,0,0,0,0,0,3,6,255,255,1.00,0.00,0
0,0,58,5,0,0,0,0,0,0,0,0,71,17,255,57,0.22,0.02,1
0,1,47,9,1,0,0,0,0,0,0,0,15,9,255,9,0.04,0.78,0
0,0,21,9,538,6471,0,0,0,0,0,1,3,8,255,255,1.00,0.00,0
0,0,21,1,0,0,0,0,0,0,0,0,266,10,255,10,0.04,0.07,1
0,2,12,9,520,0,0,0,0,0,0,0,446,446,247,247,1.00,0.00,0
0,0,69,5,0,0,0,0,0,0,0,0,271,20,255,1,0.00,0.08,1
0,0,17,9,748,0,0,0,0,0,0,1,1,1,186,46,0.25,0.02,0
0,0,21,5,0,0,0,0,0,0,0,0,19,8,255,67,0.26,0.02,1
0,0,47,10,0,0,0,0,0,0,0,0,1,1,35,1,0.03,0.74,0
0,1,9,9,43,136,0,0,0,0,0,0,68,148,255,255,1.00,0.00,0
0,0,21,9,283,337,0,0,0,0,0,1,2,4,2,255,1.00,0.00,0
0,0,21,9,341,786,0,0,0,0,0,1,13,13,255,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,30,1,117,1.00,0.00,0
0,1,9,9,42,42,0,0,0,0,0,0,17,27,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,28,22,255,22,0.09,0.06,1
41802,0,47,4,1,0,0,0,0,0,0,0,2,2,216,2,0.01,0.23,0
0,0,47,1,0,0,0,0,0,0,0,0,133,3,255,1,0.00,0.07,1
0,0,17,9,10389,0,0,0,0,0,0,0,6,6,103,63,0.22,0.06,0
0,0,47,5,0,0,0,0,0,0,0,0,217,5,255,6,0.02,0.06,1
0,1,9,9,45,45,0,0,0,0,0,0,107,112,255,255,1.00,0.00,0
0,0,17,9,74,0,0,0,0,0,0,1,2,4,121,109,0.17,0.02,0
0,1,9,9,43,68,0,0,0,0,0,0,261,261,255,200,0.78,0.01,0
2,0,52,9,1243,366,0,0,0,0,0,1,1,1,163,115,0.71,0.02,0
0,0,21,9,318,495,0,0,0,0,0,1,4,4,255,255,1.00,0.00,0
2,0,17,9,2194619,0,0,0,0,0,0,1,2,2,10,35,0.60,0.40,0
0,0,38,5,0,0,0,0,0,0,0,0,197,14,255,14,0.05,0.08,1
0,1,9,9,78,44,0,0,0,0,0,0,106,106,255,166,0.65,0.01,0
0,1,9,9,43,116,0,0,0,0,0,0,24,23,255,162,0.64,0.01,0
0,0,52,9,1637,338,0,0,0,0,0,1,1,2,188,144,0.62,0.03,0
0,0,21,9,213,900,0,0,0,0,0,1,8,10,130,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,110,18,255,14,0.05,0.07,1
1,0,52,9,1232,333,0,0,0,0,0,1,1,1,228,148,0.58,0.02,0
0,0,21,9,266,499,0,0,0,0,0,1,1,3,12,255,1.00,0.00,0
0,0,21,9,285,2531,0,0,0,0,0,1,1,1,255,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,123,13,255,5,0.02,0.07,1
0,0,21,9,286,1425,0,0,0,0,0,1,2,2,221,225,1.00,0.00,0
0,1,9,9,30,0,0,0,0,0,0,0,1,2,41,26,0.15,0.12,0
0,0,47,5,0,0,0,0,0,0,0,0,112,15,255,15,0.06,0.05,1
0,0,47,5,0,0,0,0,0,0,0,0,144,15,255,6,0.02,0.06,1
0,0,47,5,0,0,0,0,0,0,0,0,209,3,255,3,0.01,0.09,1
0,0,21,9,223,3327,0,0,0,0,0,1,2,14,19,255,1.00,0.00,0
0,0,21,9,200,1061,0,0,0,0,0,1,18,18,18,255,1.00,0.00,0
0,0,58,5,0,0,0,0,0,0,0,0,19,6,255,18,0.07,0.06,1
0,0,17,5,0,0,0,0,0,0,0,0,37,6,255,64,0.25,0.02,1
0,2,12,9,1480,0,0,1,0,0,0,0,11,11,255,12,0.05,0.08,0
0,1,9,9,45,140,0,0,0,0,0,0,69,219,209,196,0.81,0.01,0
0,0,47,5,0,0,0,0,0,0,0,0,181,11,255,11,0.04,0.05,1
0,1,47,9,28,0,0,3,0,0,0,0,99,98,255,98,0.38,0.01,0
0,0,21,9,204,313,0,0,0,0,0,1,38,38,255,255,1.00,0.00,0
0,0,15,5,0,0,0,0,0,0,0,0,23,9,255,10,0.04,0.08,1
0,0,21,9,297,753,0,0,0,0,0,1,24,25,255,255,1.00,0.00,0
0,0,65,5,0,0,0,0,0,0,0,0,230,2,255,2,0.01,0.06,1
0,0,64,2,0,0,0,0,0,0,0,0,114,9,255,9,0.04,0.07,1
0,0,65,5,0,0,0,0,0,0,0,0,254,1,255,1,0.00,0.08,1
0,0,21,9,300,311,0,0,0,0,0,1,4,4,84,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,47,1,77,1.00,0.00,0
0,0,21,1,0,0,0,0,0,0,0,0,1,1,18,255,1.00,0.00,0
0,0,17,9,30,0,0,0,0,0,0,1,1,1,5,42,1.00,0.00,0
0,0,39,5,0,0,0,0,0,0,0,0,135,19,255,19,0.07,0.07,1
0,0,47,5,0,0,0,0,0,0,0,0,280,12,255,27,0.11,0.06,1
0,2,11,9,8,0,0,0,0,0,0,0,1,14,1,61,1.00,0.00,0
2,0,47,4,0,0,0,0,0,0,0,0,1,1,255,1,0.00,0.67,0
0,1,47,9,105,146,0,0,0,0,0,0,2,2,255,252,0.99,0.01,0
0,1,42,9,1,0,0,0,0,0,0,0,2,2,255,2,0.01,0.25,0
0,0,21,9,244,263,0,0,0,0,0,1,10,10,255,255,1.00,0.00,0
0,2,11,9,8,0,0,0,0,0,0,0,1,21,2,158,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,123,10,255,29,0.11,0.05,1
0,0,52,9,771,374,0,0,0,0,0,1,1,2,112,172,0.88,0.04,0
0,1,47,9,105,147,0,0,0,0,0,0,8,2,255,237,0.93,0.01,0
0,0,65,5,0,0,0,0,0,0,0,0,199,7,255,7,0.03,0.07,1
0,0,21,9,254,5918,0,0,0,0,0,1,6,6,255,255,1.00,0.00,0
0,0,47,1,0,0,0,0,0,0,0,0,151,6,255,6,0.02,0.07,1
0,0,21,9,330,13508,0,0,0,0,0,1,7,7,24,24,1.00,0.00,0
0,0,14,5,0,0,0,0,0,0,0,0,144,14,255,17,0.07,0.07,1
0,0,21,1,0,0,0,0,0,0,0,0,1,1,3,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,117,9,255,9,0.04,0.08,1
4468,0,58,9,166,23376,0,0,0,0,0,1,1,1,1,1,1.00,0.00,0
0,0,21,9,322,1408,0,0,0,0,0,1,6,6,6,255,1.00,0.00,0
0,1,47,9,28,0,0,3,0,0,0,0,34,34,237,34,0.14,0.05,0
0,2,12,9,30,0,0,0,0,0,0,0,2,2,48,48,1.00,0.00,0
0,1,9,9,45,130,0,0,0,0,0,0,169,169,255,255,1.00,0.00,0
0,0,69,5,0,0,0,0,0,0,0,0,256,14,255,14,0.05,0.05,1
0,2,11,9,8,0,0,0,0,0,0,0,1,51,1,58,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,257,4,215,4,0.02,0.07,1
0,1,47,9,215,0,0,0,0,0,0,0,1,1,185,153,0.83,0.01,0
0,0,21,9,298,3571,0,0,0,0,0,1,8,8,169,255,1.00,0.00,0
0,0,45,2,0,0,0,0,0,0,0,0,232,5,255,5,0.02,0.07,1
0,0,21,9,252,273544,0,0,0,0,0,1,1,1,255,247,0.97,0.01,0
0,0,47,1,0,0,0,0,0,0,0,0,112,2,255,22,0.09,0.07,1
0,0,47,5,0,0,0,0,0,0,0,0,181,4,27,4,0.15,0.22,1
0,0,17,9,4539,0,0,0,0,0,0,0,15,15,80,91,0.44,0.06,0
0,0,21,9,197,18881,0,0,0,0,0,1,3,7,3,255,1.00,0.00,0
0,0,47,5,0,0,0,0,0,0,0,0,280,18,140,18,0.13,0.07,1
0,0,25,1,0,0,0,0,0,0,0,0,133,14,255,14,0.05,0.07,1
0,0,21,9,259,1541,0,0,0,0,0,1,1,2,79,255,1.00,0.00,0
